Date;Service;Ligne;Nom_ligne;TP;Nombre_voyageurs_a_lheure_pou_voyageur_retard
2020-11;RER;A;RER A;90.137;9.138
2018-05;Transilien;P;Paris Est;87.2;6.8
2020-11;RER;B;RER B;87.683;7.119
2018-05;Transilien;U;La Verrière - La Défense;94.4;16.9
2020-11;RER;E;RER E;95.313;20.333
2018-06;Transilien;K;Paris Nord Crépy;94.4;16.9
2020-11;Transilien;K;Paris Nord Crépy;94.156;16.11
2018-07;Transilien;R;Paris Sud Est;81.7;4.5
2020-12;RER;D;RER D;87.554;7.035
2018-08;RER;B;RER B;89.0;8.1
2020-12;Transilien;U;La Verrière - La Défense;96.436;27.056
2018-09;RER;C;RER C;90.0;9.0
2021-01;RER;B;RER B;85.704;5.995
2018-09;RER;D;RER D;84.5;5.5
2021-01;RER;E;RER E;94.692;17.841
2018-10;Transilien;K;Paris Nord Crépy;88.2;7.5
2021-01;Transilien;H;Paris Nord Ouest;94.673;17.774
2018-10;Transilien;L;Paris Saint-Lazare Sud;91.6;10.9
2021-01;Transilien;P;Paris Est;91.682;11.023
2018-10;Transilien;P;Paris Est;86.4;6.4
2021-01;Transilien;R;Paris Sud Est;89.271;8.32
2018-10;Transilien;R;Paris Sud Est;90.0;9.0
2021-01;Transilien;U;La Verrière - La Défense;96.954;31.833
2018-12;RER;C;RER C;87.3;6.9
2021-02;Transilien;P;Paris Est;89.8;8.804
2018-12;RER;D;RER D;87.0;6.7
2021-02;Transilien;R;Paris Sud Est;85.204;5.759
2018-12;Transilien;H;Paris Nord Ouest;93.2;13.7
2021-03;RER;C;RER C;93.572;14.558
2018-12;Transilien;J;Paris Saint-Lazare Nord;88.5;7.7
2021-03;Transilien;H;Paris Nord Ouest;95.975;23.847
2019-01;RER;A;RER A;85.0;5.7
2021-04;RER;D;RER D;91.856;11.28
2019-01;Transilien;P;Paris Est;85.2;5.8
2021-04;Transilien;N;Paris Montparnasse;93.668;14.793
2019-02;Transilien;U;La Verrière - La Défense;96.535;27.9
2021-04;Transilien;P;Paris Est;94.975;18.901
2019-03;RER;C;RER C;91.655;11.0
2021-05;RER;E;RER E;95.751;22.536
2019-03;RER;E;RER E;95.286;20.2
2021-05;Transilien;H;Paris Nord Ouest;96.324;26.206
2019-04;RER;A;RER A;89.4;8.4
2021-05;Transilien;P;Paris Est;95.122;19.5
2019-04;Transilien;P;Paris Est;90.178;9.2
2021-06;RER;A;RER A;90.045;9.045
2019-05;RER;D;RER D;87.432;7.0
2021-06;RER;B;RER B;82.345;4.664
2019-05;Transilien;J;Paris Saint-Lazare Nord;91.964;11.4
2021-06;Transilien;J;Paris Saint-Lazare Nord;90.195;9.199
2019-05;Transilien;L;Paris Saint-Lazare Sud;91.796;11.2
2021-06;Transilien;K;Paris Nord Crépy;92.56;12.441
2019-05;Transilien;U;La Verrière - La Défense;93.95;15.5
2021-07;RER;A;RER A;88.621;7.788
2019-06;RER;B;RER B;84.57;5.5
2021-07;Transilien;L;Paris Saint-Lazare Sud;96.63;28.672
2019-06;Transilien;P;Paris Est;86.779;6.6
2021-07;Transilien;U;La Verrière - La Défense;97.489;38.828
2019-06;Transilien;R;Paris Sud Est;83.92;5.2
2021-08;RER;A;RER A;91.153;10.303
2019-07;Transilien;U;La Verrière - La Défense;95.068;19.3
2021-08;RER;C;RER C;95.165;19.683
2019-08;RER;C;RER C;93.393;14.1
2021-08;Transilien;N;Paris Montparnasse;96.911;31.373
2019-08;RER;E;RER E;85.001;5.7
2021-09;Transilien;J;Paris Saint-Lazare Nord;93.138;13.574
2019-08;Transilien;R;Paris Sud Est;86.617;6.5
2021-10;RER;A;RER A;86.592;6.458
2019-09;RER;C;RER C;89.033;8.1
2021-10;Transilien;P;Paris Est;89.298;8.344
2019-10;RER;C;RER C;82.873;4.8
2021-10;Transilien;R;Paris Sud Est;80.11;4.028
2019-10;Transilien;R;Paris Sud Est;81.091;4.3
2021-11;Transilien;J;Paris Saint-Lazare Nord;91.691;11.035
2019-11;RER;D;RER D;83.007;4.9
2021-11;Transilien;K;Paris Nord Crépy;93.467;14.308
2019-11;RER;E;RER E;91.331;10.5
2021-11;Transilien;L;Paris Saint-Lazare Sud;92.772;12.834
2019-11;Transilien;U;La Verrière - La Défense;96.521;27.7
2021-12;RER;A;RER A;88.986;8.079
2020-02;RER;D;RER D;84.304;5.371
2021-12;RER;C;RER C;90.559;9.592
2020-02;RER;E;RER E;88.05;7.368
2020-02;Transilien;H;Paris Nord Ouest;90.557;9.59
2020-02;Transilien;P;Paris Est;89.116;8.187
2020-03;RER;E;RER E;90.362;9.375
2020-03;Transilien;H;Paris Nord Ouest;95.134;19.552
2020-06;RER;B;RER B;86.187;6.24
2020-06;Transilien;J;Paris Saint-Lazare Nord;91.012;10.126
2020-06;Transilien;R;Paris Sud Est;88.994;8.086
2020-07;RER;B;RER B;89.142;8.21
2020-07;Transilien;J;Paris Saint-Lazare Nord;92.495;12.324
2020-08;Transilien;J;Paris Saint-Lazare Nord;93.514;14.417
2020-08;Transilien;P;Paris Est;90.729;9.786
2020-08;Transilien;U;La Verrière - La Défense;96.763;29.897
2020-09;RER;E;RER E;92.264;11.927
2020-09;Transilien;K;Paris Nord Crépy;93.599;14.622
2020-10;RER;E;RER E;92.796;12.882
2020-10;Transilien;U;La Verrière - La Défense;95.879;23.268
2020-11;Transilien;L;Paris Saint-Lazare Sud;96.193;25.268
2020-11;Transilien;R;Paris Sud Est;90.476;9.5
2020-12;RER;E;RER E;93.577;14.569
2021-01;RER;A;RER A;83.676;5.126
2021-01;Transilien;L;Paris Saint-Lazare Sud;95.988;23.923
2021-02;RER;C;RER C;86.4;6.353
2021-02;Transilien;J;Paris Saint-Lazare Nord;87.613;7.073
2021-02;Transilien;K;Paris Nord Crépy;90.965;10.068
2021-03;RER;B;RER B;88.663;7.821
2021-03;Transilien;K;Paris Nord Crépy;94.88;18.531
2021-03;Transilien;N;Paris Montparnasse;92.696;12.691
2021-04;RER;E;RER E;95.648;21.978
2021-04;Transilien;J;Paris Saint-Lazare Nord;95.641;21.943
2021-04;Transilien;K;Paris Nord Crépy;93.628;14.695
2021-04;Transilien;L;Paris Saint-Lazare Sud;97.407;37.565
2021-05;RER;B;RER B;89.953;8.953
2021-05;Transilien;J;Paris Saint-Lazare Nord;96.101;24.65
2021-05;Transilien;K;Paris Nord Crépy;95.799;22.803
2021-05;Transilien;N;Paris Montparnasse;93.919;15.444
2021-05;Transilien;R;Paris Sud Est;88.801;7.929
2021-05;Transilien;U;La Verrière - La Défense;97.197;34.677
2021-06;Transilien;P;Paris Est;88.148;7.438
2021-07;RER;B;RER B;85.101;5.712
2021-07;RER;D;RER D;88.484;7.684
2021-07;Transilien;J;Paris Saint-Lazare Nord;93.669;14.796
2021-08;RER;D;RER D;88.909;8.017
2021-08;RER;E;RER E;95.883;23.292
2021-08;Transilien;K;Paris Nord Crépy;95.36;20.554
2021-09;RER;E;RER E;93.969;15.581
2021-10;RER;E;RER E;94.505;17.199
2021-10;Transilien;H;Paris Nord Ouest;91.82;11.225
2021-10;Transilien;K;Paris Nord Crépy;83.724;5.144
2021-10;Transilien;L;Paris Saint-Lazare Sud;91.722;11.08
2021-11;Transilien;N;Paris Montparnasse;91.513;10.783
2021-11;Transilien;P;Paris Est;87.623;7.08
2021-12;RER;E;RER E;95.654;22.01
2021-12;Transilien;L;Paris Saint-Lazare Sud;95.018;19.073
2021-12;Transilien;R;Paris Sud Est;89.154;8.22
2021-12;Transilien;U;La Verrière - La Défense;97.179;34.447
